CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpend,TransactionCount,Books,Clothing,Electronics,Furniture,Groceries,TotalInteractions,UnresolvedInteractions,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
212,33,F,Married,Medium,1047.61,7,45.69,78.32,100.29,415.77,407.53999999999996,1.0,0.0,2023-06-14,37,Website,0
213,59,F,Widowed,Medium,2092.89,7,396.02,0.0,1346.26,0.0,350.61,1.0,0.0,2023-02-23,30,Website,1
214,36,F,Divorced,Low,734.1,2,357.49,0.0,376.61,0.0,0.0,0.0,0.0,2023-11-02,41,Online Banking,0
215,58,F,Divorced,Medium,1343.7,6,862.72,257.19,0.0,6.79,217.0,2.0,2.0,2023-11-07,42,Online Banking,0
216,33,F,Widowed,High,1570.8600000000001,5,0.0,645.0699999999999,485.05,0.0,440.74,2.0,0.0,2023-09-06,35,Mobile App,0
217,29,M,Married,Low,2576.78,8,360.24,1239.52,298.23,678.79,0.0,1.0,1.0,2023-08-14,1,Online Banking,1
218,56,F,Married,High,1766.57,7,323.22,796.3199999999999,104.15,0.0,542.88,0.0,0.0,2023-06-12,40,Mobile App,0
219,65,M,Single,Low,1624.32,4,0.0,440.96,0.0,872.3599999999999,311.0,0.0,0.0,2023-07-18,26,Online Banking,0
220,47,M,Single,High,1030.46,3,267.71,0.0,762.75,0.0,0.0,0.0,0.0,2023-11-12,35,Online Banking,0
221,19,F,Single,Low,1277.29,4,386.79,0.0,394.23,496.27,0.0,1.0,0.0,2023-06-16,42,Mobile App,1
222,49,M,Divorced,High,1702.45,7,712.6500000000001,0.0,178.87,221.61,589.3199999999999,0.0,0.0,2023-06-03,7,Website,0
223,62,F,Divorced,Medium,1736.26,6,0.0,669.1700000000001,295.93,0.0,771.1600000000001,1.0,0.0,2023-07-22,4,Online Banking,0
224,42,M,Divorced,Low,2520.32,8,230.95,11.41,495.5,831.9000000000001,950.56,0.0,0.0,2023-05-16,5,Website,0
225,42,M,Widowed,High,2650.29,8,1278.59,0.0,1081.94,289.76,0.0,2.0,1.0,2023-07-15,39,Online Banking,0
226,21,F,Single,High,1461.18,7,163.75,745.21,121.24,430.98,0.0,1.0,1.0,2023-03-10,11,Mobile App,0
227,36,M,Widowed,High,1250.35,7,44.98,84.64,459.08,224.83,436.82,0.0,0.0,2023-11-08,15,Online Banking,1
228,65,F,Single,High,2185.36,6,1033.95,0.0,497.61,238.01,415.79,2.0,1.0,2023-10-16,32,Website,0
229,21,F,Single,Medium,2559.03,9,558.02,1039.62,0.0,440.52,520.87,1.0,1.0,2023-12-23,37,Website,0
230,60,F,Divorced,Medium,1468.07,6,233.86,971.1600000000001,263.05,0.0,0.0,2.0,1.0,2023-09-04,9,Online Banking,1
231,30,F,Married,Low,1353.42,4,775.5899999999999,449.55,0.0,0.0,128.28,0.0,0.0,2023-02-20,47,Online Banking,1
232,56,F,Single,Low,2082.19,8,0.0,217.36,681.62,742.02,441.19000000000005,2.0,2.0,2023-09-08,32,Online Banking,0
233,53,F,Married,High,817.4200000000001,3,69.76,462.94,284.72,0.0,0.0,2.0,0.0,2023-09-18,33,Website,0
234,40,M,Widowed,Low,1576.7,8,150.62,209.52,422.17,277.74,516.65,0.0,0.0,2023-06-19,23,Online Banking,1
235,23,M,Divorced,High,770.5,3,0.0,0.0,770.5,0.0,0.0,2.0,2.0,2023-12-28,15,Mobile App,0
236,41,F,Single,Low,1482.99,6,0.0,453.56,729.85,299.58,0.0,2.0,0.0,2023-09-25,30,Online Banking,1
237,61,M,Divorced,Low,398.99,1,0.0,0.0,398.99,0.0,0.0,0.0,0.0,2023-01-13,16,Online Banking,1
238,50,M,Widowed,High,762.4399999999999,3,216.64,0.0,0.0,0.0,545.8,1.0,1.0,2023-09-20,22,Mobile App,1
239,29,F,Married,Medium,2654.84,9,360.49,0.0,1715.5900000000001,578.76,0.0,1.0,1.0,2023-10-09,43,Mobile App,1
240,58,M,Divorced,High,859.47,2,0.0,0.0,0.0,0.0,859.47,1.0,0.0,2023-07-27,30,Online Banking,0
241,38,F,Divorced,Medium,2185.9300000000003,9,341.77000000000004,1181.95,536.25,0.0,125.96,1.0,0.0,2023-12-19,1,Mobile App,0
242,28,F,Single,Low,726.73,3,0.0,484.62,134.74,0.0,107.37,2.0,1.0,2023-02-16,35,Online Banking,1
243,61,M,Married,Medium,2362.18,9,1055.1499999999999,562.89,261.07,0.0,483.07,1.0,1.0,2023-12-09,18,Website,0
244,55,F,Widowed,High,1649.9,7,0.0,877.79,347.29999999999995,115.21,309.6,2.0,2.0,2023-06-21,15,Online Banking,0
245,46,F,Single,Low,2965.09,9,558.08,848.05,170.1,874.0,514.86,0.0,0.0,2023-05-18,21,Online Banking,0
246,65,F,Divorced,Medium,1171.1399999999999,4,0.0,342.99,481.33,346.82,0.0,1.0,0.0,2023-03-24,40,Mobile App,0
247,58,F,Divorced,Medium,1887.6799999999998,7,0.0,1596.23,268.98,0.0,22.47,2.0,0.0,2023-12-24,2,Online Banking,0
248,20,M,Married,High,1519.1399999999999,5,414.89,379.88,0.0,318.62,405.75,1.0,1.0,2023-08-26,30,Online Banking,1
249,45,F,Widowed,Low,356.39,1,356.39,0.0,0.0,0.0,0.0,1.0,1.0,2023-02-06,40,Website,0
250,37,M,Widowed,Low,1607.36,7,400.78,27.98,444.21000000000004,281.14,453.25,1.0,0.0,2023-01-09,32,Website,0
251,43,F,Divorced,Medium,1968.79,7,626.4300000000001,295.09,204.24,591.47,251.56,1.0,0.0,2023-03-24,28,Website,1
252,41,M,Widowed,Medium,980.71,4,0.0,308.11,0.0,0.0,672.5999999999999,0.0,0.0,2023-08-11,11,Online Banking,1
253,69,M,Single,Medium,1319.11,5,447.08,288.52,479.69,103.82,0.0,1.0,0.0,2023-12-03,7,Online Banking,0
254,64,F,Married,Low,2220.26,9,272.43,337.91,690.11,475.4,444.41,2.0,1.0,2023-08-25,1,Mobile App,1
255,38,M,Divorced,Medium,2672.69,7,929.52,14.8,490.36,1238.01,0.0,1.0,1.0,2023-06-17,43,Mobile App,0
256,47,F,Widowed,Medium,208.67,1,0.0,0.0,0.0,0.0,208.67,2.0,1.0,2023-08-26,28,Mobile App,0
257,21,F,Widowed,Low,92.62,1,0.0,0.0,0.0,92.62,0.0,1.0,0.0,2023-01-31,39,Website,0
258,53,M,Single,Low,832.85,4,0.0,276.42,0.0,0.0,556.43,2.0,1.0,2023-06-17,19,Mobile App,0
259,57,M,Widowed,High,1469.67,6,491.03000000000003,367.84,137.39,473.41,0.0,1.0,0.0,2023-03-16,39,Online Banking,0
260,27,M,Single,Low,2395.72,8,454.65,226.61,132.46,1114.99,467.01,1.0,0.0,2023-08-24,32,Website,1
261,27,M,Married,Low,489.07,1,0.0,489.07,0.0,0.0,0.0,1.0,1.0,2023-05-29,49,Online Banking,1
262,59,F,Divorced,High,2940.59,9,762.39,941.13,474.7,307.79,454.58,2.0,2.0,2023-02-04,30,Website,1
263,41,M,Single,Low,13.04,1,0.0,0.0,0.0,0.0,13.04,2.0,0.0,2023-12-28,2,Website,0
264,21,F,Widowed,High,525.02,2,317.21,0.0,207.81,0.0,0.0,1.0,0.0,2023-03-08,44,Online Banking,0
265,64,M,Widowed,Low,1511.8700000000001,5,404.47,493.46,0.0,95.34,518.6,0.0,0.0,2023-04-06,43,Online Banking,0
266,44,M,Married,High,459.39,1,459.39,0.0,0.0,0.0,0.0,1.0,0.0,2023-01-07,37,Online Banking,0
267,68,F,Single,Medium,461.36,3,208.45,34.16,218.75,0.0,0.0,1.0,1.0,2023-11-24,19,Online Banking,0
268,62,M,Divorced,Medium,1096.16,5,381.22,164.96,549.98,0.0,0.0,0.0,0.0,2023-12-19,26,Mobile App,0
269,21,F,Widowed,Medium,2123.87,9,1019.48,196.16,488.2,420.03,0.0,2.0,1.0,2023-06-16,1,Mobile App,0
270,49,M,Single,High,734.74,3,477.21,0.0,0.0,257.53,0.0,1.0,1.0,2023-04-12,42,Mobile App,0
271,27,M,Widowed,Medium,865.97,3,203.01,0.0,357.78,305.18,0.0,0.0,0.0,2023-10-28,28,Online Banking,1
272,28,F,Divorced,Low,1170.04,8,388.65000000000003,24.07,101.13,0.0,656.19,2.0,2.0,2023-07-16,26,Online Banking,1
273,45,F,Single,High,1562.83,7,305.62,1002.56,254.64999999999998,0.0,0.0,0.0,0.0,2023-08-30,40,Mobile App,0
274,63,F,Widowed,Low,1117.33,4,314.57,331.14,267.86,203.76,0.0,1.0,1.0,2023-01-24,35,Online Banking,0
275,25,F,Divorced,Low,605.79,3,0.0,197.17,0.0,0.0,408.62,2.0,1.0,2023-06-15,3,Website,0
276,57,F,Single,Low,2069.7,7,671.72,0.0,301.46,285.56,810.96,0.0,0.0,2023-06-02,26,Online Banking,1
277,39,F,Single,High,1217.78,6,0.0,335.68,365.70000000000005,243.28,273.12,0.0,0.0,2023-07-06,33,Mobile App,0
278,51,F,Married,Low,1423.1,5,451.73,222.74,0.0,259.55,489.08,1.0,1.0,2023-02-22,22,Online Banking,0
279,62,M,Divorced,Medium,1209.94,4,69.63,914.98,0.0,225.33,0.0,1.0,0.0,2023-04-12,6,Mobile App,0
280,52,F,Single,High,836.33,4,313.42,0.0,326.61,196.3,0.0,2.0,1.0,2023-11-19,42,Online Banking,0
281,52,M,Married,Medium,1563.95,8,26.12,278.11,89.72,852.04,317.96,1.0,0.0,2023-12-15,34,Online Banking,0
282,42,M,Single,High,2016.68,5,399.23,0.0,815.6500000000001,468.2,333.6,1.0,0.0,2023-07-22,3,Online Banking,1
283,51,F,Widowed,Low,1362.8600000000001,5,0.0,70.86,0.0,1292.0,0.0,0.0,0.0,2023-09-20,17,Online Banking,1
284,23,M,Married,Medium,1683.1299999999999,6,0.0,399.18,470.12,341.96,471.87,0.0,0.0,2023-05-15,6,Mobile App,0
285,58,M,Single,High,1026.5900000000001,5,177.6,0.0,340.69,190.96,317.34,0.0,0.0,2023-08-31,42,Mobile App,0
286,54,F,Widowed,Low,512.1899999999999,2,110.29,0.0,0.0,401.9,0.0,2.0,1.0,2023-04-03,5,Website,1
287,18,M,Widowed,Low,615.0699999999999,2,443.38,171.69,0.0,0.0,0.0,2.0,1.0,2023-06-10,20,Website,0
288,29,F,Widowed,High,2217.85,8,310.36,1209.87,290.56,272.38,134.68,2.0,2.0,2023-03-21,1,Website,0
289,52,M,Married,High,30.48,1,0.0,0.0,0.0,0.0,30.48,0.0,0.0,2023-11-14,24,Mobile App,0
290,23,M,Widowed,High,403.33,1,0.0,0.0,403.33,0.0,0.0,1.0,1.0,2023-09-15,9,Mobile App,0
291,34,F,Divorced,High,1572.74,6,288.47,606.9200000000001,0.0,408.32,269.03,2.0,2.0,2023-09-26,15,Website,0
292,26,M,Single,Medium,2429.7,8,391.93,682.05,86.01,632.89,636.82,2.0,1.0,2023-12-06,37,Website,0
293,19,M,Divorced,High,209.68,1,0.0,0.0,209.68,0.0,0.0,0.0,0.0,2023-01-26,18,Mobile App,0
294,35,F,Widowed,Low,1882.08,6,603.63,0.0,0.0,1080.37,198.08,1.0,0.0,2023-03-19,22,Online Banking,0
295,66,F,Widowed,Medium,960.99,3,551.25,0.0,0.0,409.74,0.0,0.0,0.0,2023-03-09,11,Website,0
296,53,M,Divorced,Low,261.24,1,0.0,0.0,0.0,261.24,0.0,1.0,1.0,2023-12-01,38,Mobile App,0
297,45,M,Married,Low,1714.0900000000001,8,282.53,74.09,289.07,347.62,720.7800000000001,0.0,0.0,2023-10-06,3,Mobile App,0
298,58,F,Widowed,High,1305.25,6,551.4,0.0,389.06,337.64,27.15,1.0,1.0,2023-08-23,29,Website,0
299,54,M,Widowed,Medium,9.8,1,0.0,0.0,0.0,0.0,9.8,2.0,1.0,2023-11-04,46,Mobile App,0
300,66,F,Divorced,High,926.5300000000001,4,0.0,156.61,0.0,229.15,540.77,2.0,0.0,2023-10-15,32,Website,0
301,43,F,Widowed,Low,1298.95,6,607.4200000000001,126.61,154.5,0.0,410.42,1.0,0.0,2023-10-02,34,Online Banking,0
302,21,M,Widowed,High,925.58,4,139.23,20.91,0.0,765.44,0.0,2.0,0.0,2023-02-18,8,Website,0
303,57,F,Married,High,948.96,3,0.0,295.8,653.16,0.0,0.0,1.0,0.0,2023-05-20,34,Online Banking,0
304,53,F,Married,High,695.73,3,0.0,117.58,0.0,359.9,218.25,1.0,1.0,2023-04-28,5,Online Banking,0
305,68,M,Married,High,288.26,1,0.0,0.0,0.0,0.0,288.26,0.0,0.0,2023-07-15,9,Mobile App,0
306,48,F,Married,High,2285.6,9,1014.23,119.69,107.8,671.76,372.12,0.0,0.0,2023-05-03,17,Mobile App,0
307,47,M,Married,High,1416.68,4,700.2,293.56,0.0,422.92,0.0,1.0,0.0,2023-11-04,20,Mobile App,0
308,67,M,Widowed,Medium,1791.69,7,192.17,0.0,209.71,577.1800000000001,812.63,0.0,0.0,2023-10-23,42,Mobile App,0
309,51,M,Single,High,1400.5,5,832.1,491.98,0.0,0.0,76.42,1.0,0.0,2023-04-16,27,Online Banking,0
310,36,F,Widowed,Medium,1058.14,4,211.29,217.86,0.0,628.99,0.0,0.0,0.0,2023-07-05,5,Online Banking,0
311,35,M,Widowed,High,592.9,5,191.8,179.18,0.0,157.68,64.24,2.0,0.0,2023-07-07,46,Mobile App,1
312,47,M,Single,Medium,283.16,2,0.0,271.31,0.0,11.85,0.0,2.0,2.0,2023-06-23,29,Website,0
313,38,M,Divorced,Low,34.91,1,0.0,0.0,0.0,34.91,0.0,0.0,0.0,2023-06-19,11,Online Banking,0
314,20,M,Single,Medium,536.29,2,470.83,0.0,0.0,0.0,65.46,1.0,1.0,2023-03-21,26,Mobile App,0
315,23,F,Married,Medium,601.31,2,0.0,262.82,0.0,338.49,0.0,1.0,1.0,2023-10-09,23,Mobile App,1
316,55,F,Widowed,Low,649.71,8,120.75,219.84,28.8,256.03999999999996,24.28,0.0,0.0,2023-01-28,18,Mobile App,0
317,30,M,Married,High,467.83,3,140.63,0.0,0.0,154.28,172.92,2.0,2.0,2023-06-02,20,Website,0
318,62,F,Single,High,2145.44,8,463.05,89.07,96.54,584.05,912.73,0.0,0.0,2023-09-11,44,Website,0
319,20,F,Divorced,Medium,477.46,1,477.46,0.0,0.0,0.0,0.0,0.0,0.0,2023-03-12,21,Online Banking,0
320,65,F,Divorced,High,823.75,2,0.0,0.0,441.92,0.0,381.83,2.0,1.0,2023-02-11,26,Online Banking,0
321,45,M,Widowed,High,2007.24,9,0.0,61.97,707.3299999999999,844.04,393.9,2.0,1.0,2023-10-30,32,Online Banking,0
322,39,F,Single,Low,61.98,1,0.0,0.0,61.98,0.0,0.0,2.0,2.0,2023-11-20,1,Online Banking,0
323,57,F,Married,High,839.3,4,395.95,85.96,0.0,357.39,0.0,1.0,0.0,2023-03-10,2,Website,1
324,57,F,Married,High,1369.7,6,217.98000000000002,145.07,427.35,0.0,579.3,2.0,2.0,2023-02-23,4,Mobile App,0
325,29,F,Divorced,Medium,553.79,2,0.0,177.08,0.0,376.71,0.0,2.0,2.0,2023-09-30,41,Online Banking,0
326,40,F,Widowed,High,605.89,3,388.53,0.0,0.0,0.0,217.36,0.0,0.0,2023-03-26,10,Website,0
327,48,M,Single,High,403.37,2,0.0,46.49,0.0,0.0,356.88,2.0,1.0,2023-08-27,28,Website,0
328,35,F,Married,Medium,848.26,5,127.76,0.0,593.04,0.0,127.46,0.0,0.0,2023-04-17,49,Mobile App,0
329,24,F,Divorced,Medium,2361.19,8,766.49,440.65,0.0,483.55,670.5,1.0,1.0,2023-08-13,37,Online Banking,0
330,25,M,Widowed,Medium,2582.54,9,881.76,172.33,272.78,814.1899999999999,441.48,0.0,0.0,2023-09-18,17,Mobile App,0
331,36,M,Divorced,High,908.3199999999999,5,84.3,11.94,230.85,239.79,341.44,2.0,1.0,2023-01-02,30,Website,0
332,46,M,Widowed,High,1577.44,5,690.21,0.0,0.0,0.0,887.23,0.0,0.0,2023-12-06,6,Website,0
333,61,M,Single,High,2439.39,7,31.47,209.12,1735.67,0.0,463.13,2.0,1.0,2023-12-13,11,Website,0
334,37,F,Divorced,High,1719.37,6,464.71,0.0,233.35,345.03,676.28,1.0,0.0,2023-01-18,11,Online Banking,0
335,67,F,Married,High,756.52,2,386.88,369.64,0.0,0.0,0.0,2.0,0.0,2023-12-27,2,Mobile App,1
336,59,F,Widowed,High,135.94,1,0.0,0.0,0.0,135.94,0.0,0.0,0.0,2023-01-25,20,Mobile App,0
337,47,F,Divorced,Medium,608.06,2,0.0,0.0,0.0,0.0,608.06,0.0,0.0,2023-08-26,34,Website,0
338,64,F,Widowed,Medium,13.86,1,0.0,0.0,0.0,0.0,13.86,0.0,0.0,2023-12-04,41,Mobile App,0
339,39,M,Divorced,High,682.9399999999999,4,304.27,0.0,111.78,0.0,266.89,1.0,0.0,2023-04-23,1,Website,0
340,27,F,Divorced,Low,1147.08,6,337.59,0.0,280.28999999999996,501.25,27.95,1.0,1.0,2023-09-21,48,Mobile App,0
341,43,M,Single,Medium,1022.86,6,310.48,0.0,9.87,207.06,495.45,1.0,0.0,2023-07-05,27,Online Banking,0
342,68,M,Married,High,2295.76,7,0.0,0.0,857.69,1438.07,0.0,1.0,0.0,2023-10-02,26,Online Banking,1
343,50,M,Divorced,Medium,924.63,3,0.0,406.87,231.49,0.0,286.27,2.0,0.0,2023-07-26,26,Online Banking,0
344,45,F,Single,Low,1466.6,6,738.3,517.46,0.0,0.0,210.84,2.0,1.0,2023-06-27,8,Mobile App,0
345,27,F,Widowed,Medium,1980.5,8,575.18,576.3299999999999,319.24,509.75,0.0,1.0,0.0,2023-09-08,29,Online Banking,0
346,46,M,Widowed,Medium,1641.62,6,0.0,477.71,794.76,369.15,0.0,1.0,1.0,2023-01-07,17,Online Banking,0
347,61,M,Divorced,Medium,1974.45,9,57.78,655.89,44.91,807.29,408.58,2.0,1.0,2023-07-20,33,Mobile App,0
348,35,M,Married,Medium,704.7,2,234.68,0.0,0.0,470.02,0.0,1.0,0.0,2023-11-30,1,Online Banking,0
349,59,M,Widowed,High,1376.54,6,494.27,264.6,425.22,0.0,192.45,2.0,0.0,2023-08-20,24,Mobile App,0
350,18,M,Divorced,Low,2702.27,9,762.55,440.26,432.75,891.25,175.46,1.0,1.0,2023-04-23,25,Online Banking,0
351,40,M,Widowed,High,588.68,2,460.95,0.0,0.0,0.0,127.73,1.0,1.0,2023-07-23,1,Mobile App,1
352,34,F,Single,Medium,1493.9,5,1054.05,342.36,97.49,0.0,0.0,2.0,1.0,2023-09-02,26,Website,0
353,60,M,Divorced,Medium,266.08,1,0.0,0.0,266.08,0.0,0.0,2.0,1.0,2023-03-19,16,Online Banking,1
354,54,M,Divorced,Medium,324.4,3,239.41,0.0,0.0,84.99,0.0,1.0,1.0,2023-07-13,49,Online Banking,0
355,48,M,Divorced,Low,368.57,1,0.0,368.57,0.0,0.0,0.0,2.0,1.0,2023-01-06,33,Website,0
356,42,M,Single,Low,2316.37,8,229.16,959.13,97.69,601.76,428.63,0.0,0.0,2023-07-15,28,Mobile App,0
357,21,M,Divorced,High,780.1800000000001,4,400.06,0.0,197.16,182.96,0.0,2.0,1.0,2023-09-10,45,Online Banking,0
358,69,F,Divorced,Medium,2282.8900000000003,9,723.55,355.97,268.92,484.98,449.47,1.0,1.0,2023-01-17,24,Mobile App,1
359,26,M,Single,Low,2154.17,8,491.53,462.63,536.07,240.06,423.88,1.0,0.0,2023-05-03,36,Website,0
360,45,F,Widowed,Medium,1731.26,8,0.0,483.45,335.76,137.03,775.02,2.0,0.0,2023-03-26,14,Online Banking,0
361,47,M,Single,High,2348.41,9,0.0,815.9300000000001,837.48,0.0,695.0,0.0,0.0,2023-04-19,49,Mobile App,0
362,64,M,Married,High,469.14,2,0.0,0.0,0.0,116.38,352.76,2.0,1.0,2023-08-14,5,Mobile App,1
363,41,F,Single,Low,1514.16,9,438.28000000000003,459.52,106.05,510.31000000000006,0.0,1.0,0.0,2023-01-01,27,Online Banking,0
364,50,M,Widowed,High,286.8,1,0.0,286.8,0.0,0.0,0.0,2.0,0.0,2023-08-28,14,Mobile App,0
365,37,F,Divorced,Low,1188.8400000000001,8,284.57,0.0,349.9,77.59,476.78,1.0,0.0,2023-10-29,24,Online Banking,1
366,26,F,Divorced,Medium,2518.16,8,1236.01,0.0,572.6500000000001,295.99,413.51,0.0,0.0,2023-01-16,46,Website,0
367,25,F,Single,Low,2197.79,7,380.62,579.53,624.0,330.62,283.02,1.0,1.0,2023-09-16,28,Mobile App,0
368,41,F,Married,High,1939.2,6,993.9,0.0,449.36,495.94,0.0,0.0,0.0,2023-01-17,8,Online Banking,0
369,31,F,Single,Medium,3352.34,9,485.0,0.0,707.5999999999999,1674.8000000000002,484.94,1.0,1.0,2023-02-07,35,Website,0
370,35,F,Married,High,1239.81,6,560.49,156.09,0.0,86.08,437.15000000000003,2.0,1.0,2023-06-22,47,Online Banking,0
371,18,M,Single,Medium,1454.45,5,0.0,427.27,6.3,380.33,640.55,2.0,0.0,2023-06-15,35,Website,0
372,29,F,Married,Medium,35.85,1,0.0,0.0,0.0,0.0,35.85,2.0,1.0,2023-10-26,23,Website,0
373,46,M,Married,Medium,267.09,2,12.3,0.0,0.0,254.79,0.0,1.0,1.0,2023-05-10,13,Online Banking,0
374,54,M,Divorced,Medium,2143.59,9,926.01,611.4300000000001,0.0,102.71,503.44,0.0,0.0,2023-12-25,47,Online Banking,0
375,43,F,Married,High,133.2,1,0.0,0.0,0.0,0.0,133.2,1.0,1.0,2023-08-31,17,Website,0
376,50,F,Divorced,Low,1143.8,4,469.58,354.99,245.32,0.0,73.91,1.0,0.0,2023-02-28,31,Website,0
377,60,F,Single,Medium,2366.3,8,605.62,0.0,387.48,189.16,1184.04,2.0,1.0,2023-05-11,10,Online Banking,0
378,32,M,Single,High,1333.6,4,835.7,0.0,26.85,0.0,471.05,2.0,1.0,2023-08-22,36,Website,0
379,40,F,Single,High,1582.08,8,635.02,231.48,0.0,386.35,329.23,1.0,0.0,2023-07-24,29,Online Banking,0
380,46,F,Single,High,1172.66,6,330.16,412.82,0.0,329.64,100.04,0.0,0.0,2023-06-10,16,Mobile App,0
381,38,M,Single,Low,1087.62,4,227.05,0.0,757.76,102.81,0.0,1.0,0.0,2023-07-18,33,Website,1
382,36,F,Divorced,High,2467.11,9,618.48,0.0,858.26,826.31,164.06,1.0,0.0,2023-03-01,14,Mobile App,0
383,22,M,Single,High,800.5600000000001,4,0.0,329.51,0.0,0.0,471.05,2.0,1.0,2023-08-21,7,Online Banking,0
384,40,F,Married,Low,339.16999999999996,2,0.0,150.97,0.0,188.2,0.0,2.0,1.0,2023-12-26,33,Website,0
385,53,M,Widowed,High,1338.28,4,0.0,0.0,403.34999999999997,495.77,439.16,0.0,0.0,2023-08-24,3,Mobile App,1
386,37,F,Divorced,High,773.11,4,0.0,147.96,324.28,188.1,112.77,1.0,0.0,2023-10-23,26,Website,0
387,25,M,Married,Low,47.52,1,0.0,47.52,0.0,0.0,0.0,2.0,2.0,2023-10-30,39,Website,0
388,26,F,Widowed,Low,1787.4199999999998,8,505.74,46.92,111.7,915.8399999999999,207.22,0.0,0.0,2023-08-21,5,Online Banking,1
389,31,F,Widowed,Low,522.89,3,0.0,0.0,220.26,302.63,0.0,0.0,0.0,2023-04-04,23,Online Banking,1
390,23,M,Divorced,Medium,281.95,1,0.0,0.0,0.0,281.95,0.0,0.0,0.0,2023-02-18,33,Mobile App,0
391,18,F,Married,Low,1990.15,7,907.31,877.26,0.0,205.58,0.0,0.0,0.0,2023-07-21,30,Mobile App,0
392,26,F,Widowed,Medium,1533.34,7,259.39,0.0,385.96,0.0,887.9899999999999,1.0,0.0,2023-09-03,33,Mobile App,0
393,33,M,Widowed,Medium,1960.83,8,660.04,293.88,0.0,143.04,863.87,1.0,0.0,2023-12-04,43,Website,0
394,33,M,Divorced,Low,2346.48,8,16.15,921.62,393.73,1014.98,0.0,2.0,1.0,2023-07-11,25,Online Banking,0
395,29,F,Single,Medium,680.27,2,0.0,271.61,408.66,0.0,0.0,2.0,1.0,2023-07-22,22,Online Banking,1
396,22,M,Widowed,High,865.73,3,0.0,0.0,0.0,631.5,234.23,2.0,2.0,2023-05-07,1,Online Banking,1
397,57,F,Divorced,High,2322.98,9,312.73,75.32,0.0,648.78,1286.15,0.0,0.0,2023-05-10,10,Online Banking,0
398,46,F,Divorced,Low,1678.1200000000001,6,475.17,17.22,0.0,380.71,805.02,1.0,0.0,2023-10-09,23,Online Banking,0
399,63,M,Married,Medium,568.35,2,267.93,0.0,0.0,300.42,0.0,1.0,0.0,2023-06-02,33,Website,0
400,44,M,Divorced,High,2309.85,8,1176.53,731.13,0.0,100.01,302.17999999999995,0.0,0.0,2023-03-19,39,Online Banking,0
401,28,F,Divorced,Medium,1273.3600000000001,4,453.49,0.0,105.24,714.63,0.0,2.0,1.0,2023-08-22,28,Website,0
402,64,M,Single,Medium,609.5799999999999,2,246.81,0.0,362.77,0.0,0.0,2.0,1.0,2023-08-11,43,Mobile App,1
403,67,F,Widowed,High,1645.76,7,164.97,291.77,195.12,579.6099999999999,414.29,2.0,0.0,2023-08-30,8,Online Banking,0
404,45,M,Married,Low,2787.1,9,961.76,0.0,483.08,181.08,1161.18,1.0,0.0,2023-10-28,27,Mobile App,1
405,69,F,Divorced,Medium,508.49,3,0.0,0.0,0.0,482.75,25.74,0.0,0.0,2023-02-25,5,Online Banking,0
406,53,F,Married,High,2017.78,8,0.0,114.46,272.39,559.66,1071.27,2.0,1.0,2023-12-29,15,Website,0
407,59,F,Widowed,Low,2722.74,9,115.9,0.0,1575.75,533.89,497.20000000000005,1.0,1.0,2023-08-25,48,Mobile App,1
408,36,F,Divorced,Medium,2101.4,7,0.0,374.64,605.69,301.42,819.65,2.0,1.0,2023-10-14,22,Online Banking,0
409,52,F,Divorced,Medium,1524.8400000000001,9,0.0,336.72,552.85,463.96999999999997,171.3,1.0,1.0,2023-01-20,35,Mobile App,0
410,69,F,Married,Medium,1426.2,6,272.26,190.77,261.55,463.63,237.99,1.0,1.0,2023-08-09,30,Online Banking,0
411,48,F,Single,Medium,87.02,1,0.0,87.02,0.0,0.0,0.0,0.0,0.0,2023-09-20,48,Website,1
412,61,M,Widowed,Low,184.86,1,0.0,184.86,0.0,0.0,0.0,0.0,0.0,2023-12-31,44,Website,0
413,36,M,Widowed,Medium,1592.6100000000001,5,925.04,73.5,0.0,362.0,232.07,2.0,2.0,2023-03-16,33,Website,0
414,63,M,Widowed,High,1497.89,7,102.42,143.07,769.36,483.04,0.0,1.0,0.0,2023-09-04,30,Online Banking,0
415,41,F,Divorced,High,354.64,1,0.0,354.64,0.0,0.0,0.0,1.0,0.0,2023-06-18,36,Online Banking,0
416,19,M,Divorced,High,1442.26,5,753.44,193.74,0.0,75.03,420.05,2.0,2.0,2023-04-23,16,Online Banking,0
417,24,M,Divorced,Low,873.63,3,0.0,0.0,510.62,0.0,363.01,0.0,0.0,2023-11-09,38,Website,0
418,60,M,Married,High,1282.72,3,482.47,0.0,800.25,0.0,0.0,2.0,1.0,2023-09-20,23,Online Banking,0
419,66,M,Widowed,Medium,1254.4299999999998,5,0.0,511.34000000000003,0.0,438.01,305.08,0.0,0.0,2023-02-07,37,Online Banking,1
420,48,F,Widowed,Medium,2140.54,8,554.3,68.53,436.9,766.0,314.81,2.0,0.0,2023-01-06,37,Website,0
421,34,F,Widowed,High,594.4200000000001,2,232.94,0.0,0.0,361.48,0.0,1.0,1.0,2023-12-16,28,Mobile App,0
422,44,M,Single,Low,1770.89,7,666.4200000000001,418.59000000000003,438.23,112.95,134.7,1.0,0.0,2023-10-04,14,Mobile App,1
